provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
370002,Integris Health Woodward,900 17th Street,Woodward,OK,73801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",296,381
370004,Integris Miami Hospital,200 Second Avenue Southwest,Miami,OK,74355,Unknown,259,327
370006,Integris Health Ponca City,1900 North 14th Street,Ponca City,OK,74601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",483,596
370008,Norman Regional,3300 Healthplex Pkwy,Norman,OK,73072,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3402,4597
370013,"Mercy Hospital Oklahoma City, Inc",4300 West Memorial Road,Oklahoma City,OK,73120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4344,5631
370014,Alliancehealth Durant,1800 University Boulevard,Durant,OK,74702,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1313,2074
370015,Hillcrest Hospital Pryor,111 North Bailey Street,Pryor,OK,74361,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",160,181
370016,Integris Bass Baptist Health Center,600 South Monroe,Enid,OK,73701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",667,802
370018,Ascension St John Jane Phillips,3500 East Frank Phillips Boulevard,Bartlesville,OK,74006,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1251,1669
370019,Great Plains Regional Medical Center,1801 West 3rd Street,Elk City,OK,73644,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",294,338
370020,Mercy Hospital Ada,430 North Monte Vista,Ada,OK,74820,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1016,1385
370022,Jackson County Memorial Hospital Authority,1200 East Pecan St,Altus,OK,73521,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",612,770
370023,"Duncan Regional Hospital, Inc",2621  Whisenant Dr,Duncan,OK,73533,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1206,1689
370025,Saint Francis Hospital Muskogee,300 Rockefeller Drive,Muskogee,OK,74401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2083,3140
370026,St Mary's Regional Medical Center,305 South 5th Street,Enid,OK,73701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",925,1166
370028,"Integris Baptist Medical Center, Inc",3300 Northwest Expressway,Oklahoma City,OK,73112,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5142,6835
370030,Stillwater Medical-Blackwell,710 S 13th Street,Blackwell,OK,74631,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",57,61
370034,Mcalester Regional Health Center,1 Clark Bass Boulevard,Mcalester,OK,74501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",725,904
370037,Ssm Health St Anthony Hospital - Oklahoma City,1000 North Lee Avenue,Oklahoma City,OK,73101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4106,5217
370039,Hillcrest Hospital Claremore,1202 N Muskogee Place,Claremore,OK,74017,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",432,521
370041,Center For Orthopaedic Reconstruction And Excellen,3029 West Main Street,Jenks,OK,74037,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,412
370047,"Mercy Hospital Ardmore, Inc",1011 14th Ave Nw,Ardmore,OK,73401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1447,2105
370049,Stillwater Medical Center,1323 West 6th Street,Stillwater,OK,74076,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1488,1910
370054,Grady Memorial Hospital,2220 Iowa Street,Chickasha,OK,73018,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",371,450
370056,Comanche County Memorial Hospital,3401 West Gore Blvd,Lawton,OK,73505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2309,3499
370057,Muscogee (Creek) Nation Medical Center,1401 Morris Drive,Okmulgee,OK,74447,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",111,130
370078,Oklahoma State University Medical Center,744 West 9th Street,Tulsa,OK,74127,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1039,1364
370083,Pushmataha County Town Of Antlers Hospital,510 East Main Street,Antlers,OK,74523,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",124,161
370089,Northeastern Health System,1400 East Downing Street,Tahlequah,OK,74465,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",902,1165
370091,"Saint Francis Hospital, Inc",6161 South Yale,Tulsa,OK,74136,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7111,10021
370093,O U Health University Of Oklahoma Medical Center,700 Ne 13th Street,Oklahoma City,OK,73104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4495,5761
370094,Ssm Health St Anthony Hospital - Midwest,2825 Parklawn Drive,Midwest City,OK,73110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1284,1675
370097,Southwestern Medical Center,5602 Southwest Lee Boulevard,Lawton,OK,73505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",519,631
370099,Hillcrest Hospital Cushing,1027 East Cherry Street,Cushing,OK,74023,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",155,188
370100,Choctaw Memorial Hospital,1405 East Kirk Road,Hugo,OK,74743,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",183,240
370106,Integris Southwest Medical Center,4401 South Western Avenue,Oklahoma City,OK,73109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1768,2338
370112,Sequoyah County-City Of Sallisaw Hospital Authorit,213 East Redwood,Sallisaw,OK,74955,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",157,183
370113,Integris Grove Hospital,1001 East 18th Street,Grove,OK,74344,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",363,433
370114,Ascension St John Medical Center,1923 South Utica Avenue,Tulsa,OK,74104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4544,5912
370139,Stillwater Medical - Perry,501 N 14th St,Perry,OK,73077,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",13,14
370149,Ssm Health St Anthony Hospital - Shawnee,1102 W Macarthur,Shawnee,OK,74804,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",974,1247
370153,Elkview General Hospital,429 West Elm Street,Hobart,OK,73651,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",117,144
370158,Purcell Municipal Hospital,2301 N 9th Ave,Purcell,OK,73080,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",121,143
370166,Wagoner Community Hospital,1200 West Cherokee Street,Wagoner,OK,74467,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",188,234
370170,Lawton Indian Hospital,1515 Lawrie Tatum Road,Lawton,OK,73507,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,75
370171,W W Hastings Indian Hospital,100 S Bliss Avenue,Tahlequah,OK,74464,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",528,656
370172,Choctaw Nation Health Services Authority,1 Choctaw Way,Talihina,OK,74571,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",147,174
370173,Claremore Indian Hospital,101 South Moore Ave,Claremore,OK,74017,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",54,62
370178,Memorial Hospital,1401 West Locust,Stilwell,OK,74960,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",108,145
370180,Chickasaw Nation Medical Center,1921 Stonecipher Blvd,Ada,OK,74820,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",300,378
370183,Hillcrest Hospital Henryetta,2401 W Main,Henryetta,OK,74437,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",80,90
370192,Northwest Surgical Hospital,9204 North May Avenue,Oklahoma City,OK,73120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",62,66
370201,Surgical Hospital Of Oklahoma,100 Southeast 59th Street,Oklahoma City,OK,73129,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,101
370202,Hillcrest Hospital South,8801 South 101st East Avenue,Tulsa,OK,74133,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2059,2506
370203,"Community Hospital, Llc",3100 Southwest 89th Street,Oklahoma City,OK,73159,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",350,385
370206,Oklahoma Spine Hospital,14101 Parkway Commons Drive,Oklahoma City,OK,73134,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",604,687
370210,"Oklahoma Surgical Hospital, Llc","2408 East 81st Street, Suite 300",Tulsa,OK,74137,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",584,630
370211,Integris Canadian Valley Hospital,1201 Health Center Parkway,Yukon,OK,73099,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",823,957
370212,Oklahoma Center For Orthopaedic & Multi-Sp,8100 South Walker Bldg C,Oklahoma City,OK,73139,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,99
370215,"Oklahoma Heart Hospital, Llc",4050 West Memorial Road,Oklahoma City,OK,73120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2265,2609
370216,Tulsa Spine & Specialty Hospital,6901 South Olympia Avenue,Tulsa,OK,74132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",278,297
370218,"Saint Francis Hospital South, Llc",10501 East 91st Street South,Tulsa,OK,74133,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1337,1574
370220,Onecore Health,100 Ne 85th Street,Oklahoma City,OK,73114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",105,110
370222,Mcbride Orthopedic Hospital,9600 North Broadway Extension,Oklahoma City,OK,73114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",747,812
370225,"Summit Medical Center, Llc",1800 South Renaissance Boulevard,Edmond,OK,73013,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",19,22
370227,Ascension St John Owasso,12451 East 100th Street North,Owasso,OK,74055,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",307,353
370228,"Bailey Medical Center, Llc",10502 North 110th East Avenue,Owasso,OK,74055,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",181,189
370234,"Oklahoma Heart Hospital South, Llc",5200 East I-240 Service Road,Oklahoma City,OK,73135,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1536,1811
370235,Ascension St John Broken Arrow,1000 West Boise Circle,Broken Arrow,OK,74012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",455,492
370236,Integris Health Edmond Hospital,4801 Integris Parkway,Edmond,OK,73034,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",836,1006
370237,"Saint Francis Hospital Vinita, Inc",735 North Foreman Street,Vinita,OK,74301,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",299,380
370240,Integris Community Hospital - Council Crossing,9417 N Council Road,Oklahoma City,OK,73162,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",96,103
370243,Valley Community Hospital,100 Valley Drive,Pauls Valley,OK,73075,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",69,87
370244,Council Oak Comprehensive Healthcare,10109 E 79th St,Tulsa,OK,74133,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29,30
380001,Adventist Health Columbia Gorge,1700 E 19th Street,The Dalles,OR,97058,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",439,532
380002,Asante Three Rivers Medical Center,500 Sw Ramsey Avenue,Grants Pass,OR,97527,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1250,1563
380004,Providence St Vincent Medical Center,9205 Sw Barnes Road,Portland,OR,97225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3861,4928
380005,Asante Ashland Community Hospital,280 Maple Street,Ashland,OR,97520,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",340,383
380007,Legacy Emanuel Medical Center,2801 N Gantenbein Avenue,Portland,OR,97227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1621,1952
380009,Ohsu Hospital And Clinics,3181 Sw Sam Jackson Park Road,Portland,OR,97239,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3619,4548
380014,Good Samaritan Regional Medical Center,3600 Nw Samaritan Drive,Corvallis,OR,97330,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1685,2102
380017,Legacy Good Samaritan Medical Center,"1015 Nw 22nd Avenue, W121",Portland,OR,97210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1380,1681
380018,Asante Rogue Regional Medical Center,2825 E Barnett Road,Medford,OR,97504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3276,4246
380020,Mckenzie-Willamette Medical Center,1460 G Street,Springfield,OR,97477,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1149,1371
380021,Hillsboro Medical Center,335 Se 8th Avenue,Hillsboro,OR,97123,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",747,911
380022,Samaritan Albany General Hospital,1046 6th Avenue Sw,Albany,OR,97321,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",422,506
380025,Legacy Mount Hood Medical Center,24800 Se Stark Street,Gresham,OR,97030,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",715,904
380027,Mercy Medical Center,2700 Nw Stewart Parkway,Roseburg,OR,97471,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1176,1508
380029,Legacy Silverton Medical Center,342 Fairview Street,Silverton,OR,97381,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",146,165
380033,Sacred Heart University District,1255 Hilyard Street,Eugene,OR,97401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",52,52
380037,Providence Newberg Medical Center,1001 Providence Drive,Newberg,OR,97132,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",528,658
380038,Providence Willamette Falls Medical Center,1500 Division Street,Oregon City,OR,97045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",644,796
380047,St Charles Bend Campus,2500 Ne Neff Road,Bend,OR,97701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4247,5526
380050,Sky Lakes Medical Center,2865 Daggett Avenue,Klamath Falls,OR,97601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1177,1533
380051,Salem Hospital,"890 Oak Street, Se",Salem,OR,97301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3042,4197
380052,Saint Alphonsus Medical Center - Ontario,351 Sw 9th Street,Ontario,OR,97914,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",273,335
380056,Santiam Hospital,1401 N 10th Avenue,Stayton,OR,97383,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",137,153
380060,Adventist Health Portland,10123 Se Market Street,Portland,OR,97216,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1171,1420
380061,Providence Portland Medical Center,4805 Ne Glisan Street,Portland,OR,97213,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2645,3341
380071,Willamette Valley Medical Center,2700 Se Stratus Ave.,Mcminnville,OR,97128,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",591,726
380075,Providence Medford Medical Center,1111 Crater Lake Avenue,Medford,OR,97504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1261,1555
380082,Providence Milwaukie Hospital,10150 Se 32nd Avenue,Milwaukie,OR,97222,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",467,566
380089,Legacy Meridian Park Medical Center,19300 Sw 65th Avenue,Tualatin,OR,97062,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1309,1622
380090,Bay Area Hospital,1775 Thompson Road,Coos Bay,OR,97420,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1716,2358
380091,Kaiser Sunnyside Medical Center,10180 Se Sunnyside Road,Clackamas,OR,97015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",795,947
380102,Sacred Heart Medical Center - Riverbend,3333 Riverbend Drive,Springfield,OR,97477,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3655,4636
380103,Kaiser Foundation Hospital Westside,2875 Nw Stucki Ave,Hillsboro,OR,97124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",335,389
390001,Geisinger Community Medical Center,1822 Mulberry Street,Scranton,PA,18510,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3567,5029
390002,Upmc Mckeesport,1500 Fifth Avenue,Mc Keesport,PA,15132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",381,531
390003,Geisinger-Bloomsburg Hospital,549 East Fair Street,Bloomsburg,PA,17815,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",484,583
390004,Penn State Health Holy Spirit Medical Center,503 North 21st Street,Camp Hill,PA,17011,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1964,2604
390006,Geisinger Medical Center,100 North Academy Avenue,Danville,PA,17822,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4650,6608
390009,Saint Vincent Hospital,232 West 25th Street,Erie,PA,16544,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2041,2904
390012,Lansdale Hospital,100 Medical Campus Drive,Lansdale,PA,19446,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1650,2252
390013,Evangelical Community Hospital,One Hospital Drive,Lewisburg,PA,17837,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1150,1552
390016,Upmc Jameson,1211 Wilmington Avenue,New Castle,PA,16105,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",812,1102
390026,Temple Health - Chestnut Hill Hospital,8835 Germantown Avenue,Philadelphia,PA,19118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1562,2146
390027,Temple University Hospital,3401 North Broad Street,Philadelphia,PA,19140,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3627,5324
390028,Upmc Mercy,1400 Locust Street,Pittsburgh,PA,15219,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1461,1764
390030,Lehigh Valley Hospital-Schuylkill,420 South Jackson Street,Pottsville,PA,17901,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",930,1295
390032,Allegheny Valley Hospital,1301 Carlisle St,Natrona,PA,15065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",458,612
390035,St Luke's Hospital - Upper Bucks Campus,3000 St. Luke's Drive,Quakertown,PA,18951,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1200,1686
390036,Heritage Valley Beaver,1000 Dutch Ridge Road,Beaver,PA,15009,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1016,1353
390037,Heritage Valley Sewickley,720 Blackburn Road,Sewickley,PA,15143,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",672,836
390039,Upmc Somerset,225 South Center Avenue,Somerset,PA,15501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",354,440
390041,Uniontown Hospital,500 West Berkeley Street,Uniontown,PA,15401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1061,1499
390042,"Washington Hospital, The",155 Wilson Avenue,Washington,PA,15301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1157,1615
390044,Reading Hospital,420 S 5th Avenue,West Reading,PA,19611,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5419,8258
390045,Upmc Williamsport,700 High Street,Williamsport,PA,17701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2182,3067
390046,Wellspan York Hospital,1001 South George Street,York,PA,17403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5290,7266
390048,Geisinger-Lewistown Hospital,400 Highland Avenue,Lewistown,PA,17044,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",949,1391
390049,St Luke's Hospital Bethlehem,801 Ostrum Street,Bethlehem,PA,18015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5896,8138
390050,Allegheny General Hospital,320 East North Avenue,Pittsburgh,PA,15212,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3369,4241
390056,Penn Highlands Huntingdon,1225 Warm Springs Ave,Huntingdon,PA,16652,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",351,487
390057,Grand View Health,700 Lawn Avenue,Sellersville,PA,18960,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2009,2684
390058,Upmc Carlisle,361 Alexander Spring Road,Carlisle,PA,17015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1148,1590
390062,Conemaugh Nason Medical Center,105 Nason Drive,Roaring Spring,PA,16673,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",371,438
390063,Upmc Hamot,201 State Street,Erie,PA,16550,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3142,4171
390065,Gettysburg Hospital,147 Gettys Street,Gettysburg,PA,17325,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1374,1835
390066,Wellspan Good Samaritan Hospital,252 South 4th Street,Lebanon,PA,17042,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1340,1891
390067,Upmc Pinnacle Hospitals,409 South Second Street,Harrisburg,PA,17104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5523,7689
390068,Upmc Lititz,1500 Highlands Drive,Lititz,PA,17543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",706,856
390070,Lower Bucks Hospital,501 Bath Road,Bristol,PA,19007,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",425,563
390071,Upmc Lock Haven,24 Cree Drive,Lock Haven,PA,17745,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",36,37
390073,Upmc Altoona,620 Howard Avenue,Altoona,PA,16601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2164,3052
390079,Robert Packer Hospital,One Guthrie Square,Sayre,PA,18840,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2667,3709
390086,Penn Highlands Dubois,100 Hospital Avenue,Dubois,PA,15801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1805,2411
390090,West Penn Hospital,4800 Friendship Avenue,Pittsburgh,PA,15224,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",798,1096
390091,Upmc Northwest,100 Fairfield Drive,Seneca,PA,16346,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",822,1152
390093,Clarion Hospital,One Hospital Drive,Clarion,PA,16214,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",258,328
390096,Penn State Health St. Joseph,2500 Bernville Road,Reading,PA,19605,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1528,2082
390097,Holy Redeemer Hospital And Medical Center,1648 Huntingdon Pike,Meadowbrook,PA,19046,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1876,2534
390100,Lancaster General Hospital,555 North Duke Street,Lancaster,PA,17602,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5628,7828
390101,Upmc Memorial,1701 Innovation Drive,York,PA,17408,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1192,1582
390102,Upmc St Margaret,815 Freeport Road,Pittsburgh,PA,15215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1179,1676
390104,Upmc Kane,4372 Route 6,Kane,PA,16735,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",95,127
390107,Upmc Passavant,9100 Babcock Boulevard,Pittsburgh,PA,15237,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2307,3080
390110,Conemaugh Memorial Medical Center,1086 Franklin Street,Johnstown,PA,15905,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1406,1986
390111,Hospital Of Univ Of Pennsylvania,34th & Spruce Sts,Philadelphia,PA,19104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6518,8674
390112,Chan Soon- Shiong Medical Center At Windber,600 Somerset Avenue,Windber,PA,15963,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",173,195
390113,Meadville Medical Center,751 Liberty Street,Meadville,PA,16335,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1054,1401
390114,Magee Womens Hospital Of Upmc Health System,300 Halket Street,Pittsburgh,PA,15213,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",601,784
390115,Jefferson Health-Northeast,10800 Knights Road,Philadelphia,PA,19114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4109,5812
390116,Suburban Community Hospital,2701 Dekalb Pike,Norristown,PA,19401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",404,510
390117,Upmc Bedford Memorial,10455 Lincoln Highway,Everett,PA,15537,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",270,344
390123,Pottstown Hospital,1600 East High Street,Pottstown,PA,19464,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1470,2096
390125,Wayne Memorial Hospital,601 Park Street,Honesdale,PA,18431,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",794,1005
390127,Phoenixville Hospital,140 Nutt Road,Phoenixville,PA,19460,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1517,2090
390133,Lehigh Valley Hospital,1200 South Cedar Crest Boulevard,Allentown,PA,18103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11631,16834
390137,Wilkes-Barre General Hospital,575 North River Street,Wilkes-Barre,PA,18764,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2349,3383
390138,Wellspan Waynesboro Hospital,501 East Main St,Waynesboro,PA,17268,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",580,788
390139,"Bryn Mawr Hospital, The",130 South Bryn Mawr Ave,Bryn Mawr,PA,19010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3597,4831
390142,Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,19141,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1874,2791
390145,Excela Health Westmoreland Hospital,532 West Pittsburgh Street,Greensburg,PA,15601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1531,2092
390146,Warren General Hospital,Two Crescent Park West,Warren,PA,16365,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",461,604
390147,Penn Highlands Mon Valley,1163 Country Club Road,Monongahela,PA,15063,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",532,709
390150,Washington Health System Greene,350 Bonar Avenue,Waynesburg,PA,15370,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",61,64
390151,Wellspan Chambersburg Hospital,112 North Seventh Street,Chambersburg,PA,17201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2716,3944
390153,Paoli Hospital,255 West Lancaster Avenue,Paoli,PA,19301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4096,5444
390156,Mercy Catholic Medical Center- Mercy Fitzgerald,1500 Lansdowne  Ave,Darby,PA,19023,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1009,1522
390157,Heritage Valley Kennedy,25 Heckel Road,Mckees Rocks,PA,15136,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",83,104
390160,Canonsburg General Hospital,100 Medical Boulevard,Canonsburg,PA,15317,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",283,351
390162,St Luke's Hospital - Easton Campus,250 South 21st Street,Easton,PA,18042,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",360,451
